0, 10.37874366497515,10.675699793957296,11.14767808532454,11.214316606839844,11.21772561956955,11.298337146055362,11.352437304063615,11.564503668634334,11.71647793337409,11.869925991767898,11.947997560401989,12.088678892215743,12.193616113510087,12.299063658980442,12.690235953036886,12.782857728410129,13.023655571387696,13.225871746837164,13.37427527802468,13.654683156421065,13.658521350557564,13.951363683307715,13.97397940791044
0, 9.422417471661454,9.473124898972399,9.548310533784221,9.688228655802028,9.723370334245702,9.77010751963807,9.893131877053357,9.926086954219997,9.98301892318931,10.101015498870195,10.146938544216587,10.510660555381053,10.587438183915728,10.724375604807447,10.742679881819317,10.773332961876305,10.80102448670826,10.976670599670998,11.005078587026595,11.168369796329245,11.246050114596404,11.632373475796035,11.723163748763934,12.073750752036757,12.207008348394506,12.22028629217051,12.751920888633286,12.822441676332655
0, 8.942497143729991,8.942530886662105,9.068026678771442,9.381387829904853,9.425826484391159,9.483497994468426,9.501973431155633,9.580549318604197,9.675764578479594,9.732730290381024,9.824756174311467,9.842679016436822,9.886749130847829,9.914702016570434,10.1165152474253,10.384830585566668,10.581705729744698,10.625318512059303,10.651212439564558,10.666704094730182,10.86084761717554,10.882610312443484,11.002854655058558,11.460180746028648,11.536021244628195,11.965653410125938,12.03289713640147,12.068972916671285,12.112623587876696,12.310971503004776,12.318322447844746,12.61675735321965,12.72794399683061,12.861696427302771,13.605880105334716,13.75936871202342,13.898795861126565,13.938074119621676
0, 9.458428796292448,9.604820718018853,9.886749130847829,10.016811389163214,10.087781518604721,10.357816301505087,10.541116318997625,10.574966357074077,11.003458459576395,11.031760497812744,11.112217099799281,11.213851061107821,11.221359838450855,11.507466428086154,11.553992598195281,11.708206112660676,11.820967520879687,12.023364337716496,12.026027708723273,12.0866431409628,12.121507968225574,12.159342013176104,12.27668141540327,12.509289736052867,12.530728273771977,12.545031261338416,12.618670688947653,12.752476929668575,12.81929850527243,12.833923756933716,12.838439191840582,13.093348435782866,13.125271527422882
0, 9.343427631223658,9.51871438406581,9.562298496759253,9.580549318604197,9.788808954447672,9.803966431908249,9.890503261437516,9.893912274167219,9.936969085865337,10.061250043649519,10.19710017116192,10.228063167703844,10.357816301505087,10.398496086000126,10.898182693219514,10.965649214095459,10.98989495280094,11.047318599274648,11.402978128607252,11.452647281431707,11.679720687632056,11.780908419286606,12.169283942380329,12.324670746370344,12.420655158261553,12.662945049438369,12.66304523866676,12.711960759414026,12.821804128882704,13.059837387999742,13.43555536662109,13.483155358578433,13.605275880890181
0, 9.26598984292317,9.357600736315177,9.422591085081567,9.706977358038271,9.88170734935785,9.945061654578637,10.364745961584191,10.370219354455816,10.608502204326799,10.79259243441362,10.871824456872435,11.130966926710036,11.200076539049128,11.303721624673669,11.3563298056548,11.434635971037142,11.534871538695604,11.543099181558347,11.54571202236424,11.739500206371202,11.799726299601002,12.073750752036757,12.425508535755077,12.75299108092573,13.038818103991314,13.161480738754909,13.693675069962456,13.69954865078509,13.721478385764925,13.91317634668299
0, 8.880519247312005,9.100429775754918,9.174316801343595,9.502904547698765,9.530149406996847,9.62903788725805,9.68225411976486,9.788080020790936,9.86886417761328,9.892875824806886,9.908289354513938,10.018405359848337,10.068060421703557,10.08285437208282,10.087781518604721,10.106757231422185,10.142476660794783,10.296062856419098,10.4682958339208,10.666704094730182,10.867774430489193,10.913614610975426,10.918999089593733,10.953534562879181,10.960043714189489,11.0478971140627,11.178192089632217,11.18160110236192,11.328021581493797,11.369048881721323,11.419384688561474,11.43730753068683,11.675547943746416,11.71563078940337,11.855954274824086,11.862962689805824,11.864481847223388,11.93233997323672,12.134492357737095,12.142124969226586,12.213826373853912,12.25936730455869,12.598496037203887,12.662945049438369,12.979070018446166,13.47767757215096,13.824795479609065
0, 9.374949011083274,9.611358702541764,9.880249115262842,9.890468506046584,9.91209080260205,9.997779303169118,10.196944680187935,10.675699793957296,10.687040048519808,10.81974579422452,10.959405558467946,11.002250242269128,11.018638163333518,11.043342864118422,11.196998177503916,11.542899340201032,11.671241557405692,11.82385362723462,11.894775647206906,12.072816296334427,12.1681840680079,12.244789816379948,12.411651382607214,12.492138458644526,12.57648577889297,12.941193029461786,13.08253642344674,13.203056180877121,13.511543350100894,13.523558969520654,13.682500305553551,13.873566754480397
0, 9.29092847186776,9.317388864160323,9.435112124220382,9.43913337244543,9.460392325618788,9.474234081602809,9.679216727505949,10.013312114901233,10.100620742918505,10.379903439044764,10.515710622523322,10.675699793957296,10.996523569835517,11.124370764580874,11.527851442565492,11.536635989300965,11.542899340201032,11.703756515778494,11.734639060161465,11.893519046838014,11.97746049844718,12.253260575414217,12.26914932806061,12.373802901850787,12.375025759287567,12.394678863102062,12.765427876808573,12.810810614132734,12.87042274137759,12.951997110794219,12.970938935256036,12.976980090122137,13.16825866694592,13.21190933815133,13.287800598606333,13.338136405446486,13.37427527802468,13.424272610974427,13.64880568727896
0, 8.968134711277768,9.047861162752996,9.130741709391891,9.317388864160323,9.751239727639561,9.799762039225532,10.029347837174981,10.257782916733017,10.357816301505087,10.482309387186206,10.625318512059303,10.674378271857702,10.71100701262637,10.985671354041155,11.056071567320469,11.13633419202578,11.38894460450142,11.450566560005129,11.477200028618338,11.77414710192228,11.84628707855305,12.276302139496659,12.365234000352338,12.48445242101118,12.504462778759358,12.733950729009496,12.747249348373742,12.862492179299881,13.21220624640371,13.428625026786882
0, 9.46115800532391,9.580549318604197,9.706562342507127,9.77101135474161,9.822441868595458,9.881007398295846,9.899983111113302,9.972009999566389,9.981192940989798,10.04564195322428,10.045789550320224,10.106757231422185,10.267870459246117,10.357816301505087,10.566512096650799,10.595000997888933,10.606046148628684,10.721686944070886,10.793023954581606,11.172683160565407,11.237132172799889,11.318073114730016,11.394293221939893,11.442537624837751,11.751214482185851,11.766182117157355,11.898184659936609,11.917380431654701,12.054005281699784,12.212663578500111,12.306747904244988,12.368643013082043,12.397136206826877,12.411651382607214,12.547629058066825,12.602785575037506
0, 8.927972158576322,8.932178892788118,9.227978833332516,9.482889881704414,9.529219415128225,9.554912881838026,9.591952149311421,9.59787454213637,9.603053439456819,9.681065512482641,9.742454056229581,9.767784615296208,9.935269895643408,9.973171325409018,10.191905724527608,10.209902040916472,10.261109141881787,10.362412117087395,10.381387829904853,10.391277436539395,10.749407026308312,10.871824456872435,11.188665201823973,11.419428866412147,11.503500766049566,11.642103703137115,11.722590779174425,11.77414710192228,11.955856170013874,12.107384790859053,12.11930872351144,12.209254565770408,12.34625828753488,12.571284354363215,12.57648577889297,12.581140218065638,12.605514784068966,12.865467867431985,12.996913760904356,13.235230860929898,13.455310652438484,13.49490382330931,13.747612083484261,13.879340683174103
0, 9.341749542623763,9.751194149194333,9.969679637314073,10.248019683299379,10.264395872238044,10.509671981718956,10.701726588299111,10.702057239483603,10.948267564071053,11.291021074929114,11.347272298913492,11.352307625018048,11.404845961291448,11.877884138060505,11.90373259050792,12.120902694196563,12.176980233588704,12.266926075847675,12.572976576934877,12.998027931536038,13.061340305181798,13.188006478811971,13.228469543565573,13.35348787715054,13.492291059782637,13.558562936767611,13.58604473434302,13.77476958925385,13.812759497222464
0, 9.442417761272605,9.572894773587542,10.010556140833101,10.016379302520521,10.061199452210303,10.224007852406572,10.350556687740669,10.426093902826361,10.489751723215576,10.672083284434455,10.741616667422313,10.976539814836535,11.227598884919438,11.441158587730667,11.452740012749645,11.534445191993447,11.611747531332506,11.798282703508487,11.860523933641314,11.907475780942669,12.094292474344648,12.136697719107092,12.258679165669525,12.653271397781904,12.782682260488619,12.956916626873012,13.242499438115633,13.261513869805666,13.3625379259814,13.647464506960338,13.97709151238777,13.9850097990924
0, 9.464072001390019,9.487710419302287,9.685969856227363,9.78616883220219,9.803966431908249,9.860484882065023,10.106757231422185,10.221606947234811,10.300144791427822,10.724375604807447,11.07038202883825,11.070415771770364,11.07487765519217,11.11176761150913,11.120520579554952,11.145360236125718,11.312415796596468,11.318838640070387,11.331364147927225,11.445892914755389,11.488131565790049,11.57142244979684,11.575143113022282,11.841160324444822,11.933469102937634,12.073750752036757,12.199280287078208,12.200975459450543,12.472611163724036,12.508750036302233,12.548349393097705,12.597684805161698,12.811555818655318,12.850468902229576,13.013260261655937,13.03217382436248,13.131809431898677,13.15730626192316,13.244240188933198,13.263893292747692,13.27942678423491,13.360113701629539,13.5257596527274,13.873566754480397
0, 9.29330843190925,9.344325426950562,9.404374667755931,9.4188379669507,9.68874280705918,9.880249115262842,9.98207423207986,10.017084654712253,10.032362093952994,10.228787492201654,10.599343950157298,11.044838987104232,11.09354003842548,11.246050114596404,11.29035303249259,11.31232379601099,11.534727708716005,11.617481677717459,11.942554196661732,12.036698584489582,12.03882164747413,12.361798384873442,12.411651382607214,12.547629058066825,12.572976576934877,12.602113418744633,12.623554061453941,12.879325020579843,12.914860271189387,13.147360136688459,13.18195791031149,13.24573216596032
0, 9.202045844005792,9.291991686264762,9.35307220907173,9.364014686398374,9.579514673673476,9.608138677245488,9.944679601175356,10.259267307593106,10.28802383919086,10.289924533608785,10.57861876957363,10.82516187041809,10.864516198427095,10.88477725271812,10.88616155539896,10.892888527355298,11.19489213555913,11.224768851180556,11.27720519379595,11.626613216922077,11.63958978372769,11.644584501220375,11.702338378951879,11.806338803014818,11.89753477208934,11.906281554210512,11.953639868488946,12.037403510647515,12.117890586684824,12.119471537217526,12.17556209676209,12.181643427878996,12.261936586952048,12.452398623089463,12.48371861480137,12.486594113705085,12.626909505736322,12.684788950560382,12.797342424032598,12.811555818655318,12.941351541719952,12.96274786115506,13.08220490024434,13.122119666621451,13.360113701629539,13.431970603337945,13.866780986401045,13.879413843619508
0, 9.642994621362709,9.688292760569226,9.784574861517061,9.836341633073447,9.94998981355936,9.962850306904274,9.97281364544154,10.360735961297216,10.496420487590337,11.002854655058558,11.331364147927225,11.445665478140377,11.579663112812005,11.619934267211987,11.730167249043548,11.886566918801869,11.942877261679186,12.038123257136956,12.359249648834744,12.376057874344314,12.54052761887424,12.666057153915691,13.419200509798419,13.576872948677623,13.841733748959662
0, 9.760341350993208,9.764906095108312,9.788808954447672,10.04564195322428,10.223136021181944,10.574478481658112,10.652832567014762,10.768678522703635,10.83550009830749,10.867774430489193,10.983773508374751,10.989647089197383,11.082472318679542,11.298658295577535,11.600770691635613,11.616674565638718,11.699486887546968,11.967492825606323,11.993670400615745,12.05284104785337,12.130784714664072,12.411651382607214,12.445346000881809,12.598496037203887,12.638295235356676,12.806760161715697,12.92963681992119,13.170332410477057,13.172092738351083,13.220363486358917,13.221755274157644,13.336111756635956,13.391400209173028,13.400593644767259,13.620906919516127,13.768113577499289,13.774923955553325,13.79302907096298,13.847116942431615,13.877331028369273,13.918859821581618
0, 9.268900295506466,9.281840706678754,9.386166537288226,9.389411864293935,9.64396368590796,10.19819739223735,10.350183690015594,10.439491984824613,10.564919526208062,10.871824456872435,10.913614610975426,11.07038202883825,11.099594088102798,11.134772417482372,11.303721624673669,11.314664102000311,11.39332502330545,11.556564840634488,11.743366551197312,11.783938860857509,11.903958588630315,11.949077988101553,11.956211508452274,11.968290624367638,12.154843974120979,12.164351182515581,12.173178785500593,12.373802901850787,12.57648577889297,12.608421193968045,12.740272004859207,13.021447302013918,13.214838388540105,13.265670944989953,13.474891124032053,13.522954556731223,13.684116733029176,13.893136993434734
0, 9.025806221355033,9.131879472655124,9.35914063331661,9.43905933998212,9.569186495035492,9.803966431908249,10.012679289890606,10.01992763959923,10.167976150223362,10.169402049659098,10.230252676984668,10.571118513577225,10.74527413506491,10.886201425003463,10.957620620619238,11.07038202883825,11.105568624139964,11.303721624673669,11.697644288494928,11.801391281465254,11.952270984614845,11.979027074412317,12.009807016865697,12.27056040694467,12.419766803203087,12.50019089914771,12.504462778759358,12.572976576934877,12.928094251454855,13.052037401978218
0, 9.23864883708092,9.305918720121525,9.381387829904853,9.48547537585231,9.955622078502,10.016811389163214,10.197133914094035,10.228063167703844,10.313810291861277,10.418007972047667,10.579030626612195,10.608326786477077,10.63670213668946,10.79149408866368,10.850299216045487,10.899172301187,11.182366627702294,11.354098287519726,11.611438789905254,11.70723104154823,12.049627978227713,12.092226188723966,12.182539866310421,12.461040765080437,12.475844342595229,12.605373728589495,13.018743306655802
0, 8.92052638021159,8.988495768330091,8.999438245656734,9.444301921078369,9.516100306369713,9.800156795177221,9.860484882065023,9.874520703776032,10.027200766691632,10.1670982131212,10.324249833653576,10.326828424304914,10.380334959212751,10.604958297049563,10.60918189580935,10.795751430355581,10.884519159503157,10.997844877447488,11.120588572641623,11.376510150147652,11.548840914110336,11.674701100336279,11.688366600769733,11.898184659936609,12.098050708856885,12.281011364323387,13.110528726682634,13.1673390930336,13.62116987817453,13.907391416596017,13.967553232525962
0, 8.817387557089724,9.08168121570969,9.162008117714858,9.29088022195762,9.55024455512547,9.769351809778115,9.853788722970277,9.934901313419054,10.092550856491792,10.094576680048615,10.103257957160203,10.267244024483757,10.304234487904125,10.420357905172514,10.52207484240688,10.554393857675631,10.675699793957296,10.70264659215465,10.929495966949702,11.093449776893202,11.607699238206749,11.665219703870095,11.695409416371954,11.794914214080972,11.864356819133635,12.120902694196563,12.471843257473417,12.508495483542255,12.765204463920043,12.88517583575095,13.096043411622029,13.266476329918307,13.310167857129624,13.343089363896805,13.437232313232045,13.54454390232537,13.654683156421065
0, 9.015874025457098,9.024761949288788,9.350979941986516,9.473200116427188,9.656401161545904,9.787923312962382,9.808911237716828,9.815747170060064,9.976265794467894,10.24557799192365,10.264395872238044,10.515315866571632,10.798505438856639,10.962833097519619,11.124305190302508,11.156305244476355,11.412386140037512,11.55971051551127,11.643961942716683,11.817529938683702,11.853705908181908,11.939196647389151,11.94194899190151,12.34625828753488,12.357742877313367,12.58961776550044,12.629992313800809,12.725186218332862,12.894608607495009,13.099495368385575,13.437232313232045,13.668654873364876,13.706477197356225
0, 9.15943500824036,9.191906596545513,9.28220924675405,9.415037720816322,9.468976517667404,9.469821320109045,9.611358702541764,9.746414317136445,9.831329706196101,9.890460317403669,9.98207423207986,10.228787492201654,10.647649060535379,10.929495966949702,11.102940120739811,11.130966926710036,11.258927029273085,11.344615529840151,11.418623497524685,11.442383146322586,11.65463256498185,11.806253788888386,11.928805831368118,12.096493157551397,12.234574123443771,12.252905236975819,12.393998118117128,12.57317383305833,12.77981224276174,12.78358900359595,12.9091185386374,13.175741967278977,13.229339189752888,13.359823598739945,13.437232313232045,13.440310674777255,13.529153621379614,13.5408268686557,13.654683156421065,13.999427116006888
0, 9.411305007590137,9.463202588973694,9.732730290381024,9.746294921830984,9.85599405713284,9.960733849771072,10.013293588579266,10.016811389163214,10.026667252865641,10.11661309512461,10.257300107626639,10.566172238257478,10.629368538442543,10.666704094730182,10.71100701262637,11.164823497451138,11.374969548398411,11.394446059616882,11.6256849471444,11.781838066318567,11.898184659936609,11.964764557861555,12.375220673881941,12.385581282432636,12.69424937855602,12.829120626042746,12.847829647019385,12.912925833839346,12.983415828407274,13.113846858441924,13.328342304982176,13.474891124032053,13.542814975854377,13.623002021305982,13.876145267852511
0, 9.474934824635604,9.544677864461201,9.715887033912646,9.79788295152507,9.93163488479131,9.98249601681454,10.230709442606368,10.292529839225002,10.381105054418594,10.67335425937091,10.811632786329856,10.871527548620058,11.130966926710036,11.29975003547613,11.306697312805774,11.61806714817613,11.806253788888386,12.033597592699847,12.068094671858116,12.209213709764503,12.234574123443771,12.31506119948108,12.39543129902123,12.445014669942214,12.544211446711268,12.61242481011385,12.660198211095555,12.782857728410129,12.800149209010188,12.913697475835583,13.061340305181798,13.120148453847785,13.28686138867372,13.343089363896805,13.367056628563953,13.476202388499702,13.504462778759358,13.600396224399368,13.622225770150814,13.689940573406997,13.74082675862113,13.809117742245913,13.87392201563957,13.955751757547567
0, 9.589116518947508,10.125899160987633,10.34832984989586,10.701726588299111,10.781075587255083,10.872490157779882,11.074092202935269,11.160611630817076,11.266055417201539,11.373456588072042,11.553248620461053,11.625271620594665,11.831287439702635,12.021729166188807,12.091666200257883,12.10330587713451,12.162436488342077,12.28465666278275,12.36514373882006,12.548334176487561,12.96942726295636,12.97253290594116,13.079906795372075,13.179153321537758,13.225930177023185,13.58682513145688,13.654683156421065,13.725851047222404,13.747612083484261,13.839267723416375
0, 9.126621681055827,9.19263787173133,9.250309381808595,9.567153041035555,9.688568444926565,9.866510140565877,9.934901313419054,10.125899160987633,11.05373295031256,11.109287999338715,11.34079841915778,11.34408711623113,11.442383146322586,11.524407562229165,11.72289121394736,11.728850087390272,11.96789586841595,12.010620590436961,12.122245360067254,12.467344164915907,12.527343580268209,13.419591335281574,13.507338277663074,13.50822712992746,13.519867139507806,13.661230196622181,13.712354666498332,13.71886381780864,13.937012193251368
0, 9.065432370394612,9.126621681055827,9.132803881156224,9.194231842416453,9.317770309292012,9.328837410521183,9.37870212921414,9.414642964864633,9.4411661738977,9.604282595033938,9.865720241789699,9.981853160720409,10.013312114901233,10.08669628223479,10.510992078583454,10.590010426354933,10.728497322124923,10.781350707305519,10.929495966949702,11.232053962978453,11.379868571438141,11.86392529896565,11.990677691443878,12.361723785935425,12.583984488098976,12.967145387153062,13.351028191896653,13.508932248348199,13.576872948677623,13.604354746253035,13.692215968832155
0, 9.269059066528335,9.425826484391159,9.670495160863165,9.732298770213035,9.924536353602512,9.926086954219997,9.940438444276342,10.081151613543451,10.3415303740987,10.594681094596567,10.608326786477077,10.735798044475015,10.752723246481741,10.775962143966858,11.003330557753003,11.08488782608276,11.14327467515918,11.282440361257823,11.351659553421953,11.63577361433201,11.713804634671199,11.815158217356913,11.853603575713091,11.888392901001378,11.940687752398365,11.971200468679346,12.035353079883896,12.918569718692023,12.960094305628704,13.113996169598359,13.23209628849553,13.24573216596032,13.660318775351605,13.821702916028947,13.875117084414313
0, 9.108441348191386,9.19263787173133,9.284398756034877,9.321030619136874,9.540620441405839,9.688568444926565,9.753017457161047,9.791721775767483,10.057021835730803,10.138070643425474,10.138841649942684,10.271181563038175,10.304234487904125,10.651515405361486,10.686002990887884,10.756111368020122,10.855491826346308,10.932469700425525,11.061111339944304,11.095622498905259,11.34079841915778,11.352437304063615,11.442383146322586,11.47474088046391,12.10476497826481,12.22539118202036,12.237911445239241,12.393084892416939,12.45757442795361,12.487082049085847,12.561658952616884,12.670469915409456,12.850311069726512,13.011285221801131,13.145384670799857,13.147360136688459,13.292693322441018,13.442433737761803,13.605275880890181,13.634999986421683,13.654683156421065,13.975521915138446,13.999427116006888
0, 9.382466480382243,9.522748129481364,9.580549318604197,9.660275770079423,9.746414317136445,9.836929095241924,10.403381859146805,10.580549318604195,10.63320286242748,10.743291272504187,10.786168832202188,11.272940394193594,11.315785077994775,11.352437304063615,11.372335612077576,11.42510260587746,11.542899340201032,11.652028921139607,11.964158525095034,12.163165421998812,12.60603942949694,12.868828770692467,13.036223850745722,13.205441385556568,13.241512713159224,13.252609857345927,13.35832747575413,13.44040093630953,13.47055839143134,13.698662819804882,13.965885160108737
0, 6.67959437930068,6.756279895034183,6.845157204006793,6.971983689265301,7.201553327414571,7.342758755496019,9.283089833096302,9.284432498966993,9.420334089936514,9.544811259522241,9.708668384451915,9.890460317403669,10.379572787860274,10.479754804033671,10.762100886896445,10.869304296407122,10.871527548620058,10.929495966949702,11.007396436225417,11.018638163333518,11.06228649300985,11.130176601900063,11.174382452901188,11.21772561956955,11.313485121853619,11.773715581754296,11.860523933641314,11.869925991767898,12.063834988637137,12.266926075847675,12.469322892684481,12.76843979205751,12.784980791394677,12.862492179299881,12.88352151938452,12.927041380762756,13.224387355977079,13.276119085408112,13.284132179642258,13.287800598606333,13.369620838852011,13.388316792484778,13.654683156421065,13.762987381590861,13.951363683307715
0, 9.317388864160323,9.398712548200649,9.698015401743275,9.903062339693808,9.941342279379885,9.97281364544154,10.224916195619898,10.26544168498759,10.501905854077748,10.542666536715853,10.723669806631609,10.84919934167306,11.101114026324613,11.799726299601002,11.901994296667636,12.001727751903143,12.00732627391367,12.016079241959492,12.868097495506651,12.944463646197278,13.151566870900254,13.251699228046144,13.286304475620518,13.767607458393282,13.893136993434734,13.990068001914151
0, 9.1182231794305,9.144608181964275,9.256936945340792,9.369358322945208,9.603187888020244,9.877169886682335,10.08252372089833,10.154546721031942,10.67221235520843,11.047161891446093,11.212283805387576,11.255813611776354,11.617481677717459,11.692962416352039,11.71563078940337,11.8716102239853,12.138101211824115,12.176165221524826,12.299623662275227,12.605373728589495,12.822302600583342,12.91955573890062,12.969950169331135,13.161356288306406,13.439169890229842,13.682500305553551,13.724730690666078,13.833045512120545,13.97397940791044
0, 8.823653724638973,9.086456770784412,9.274832995222042,9.377513221371332,9.406500752024659,9.416873674988022,9.660639297160738,9.706562342507127,9.94144427303789,10.087781518604721,10.323716319827588,10.596713896048838,10.666704094730182,10.867774430489193,10.942190669580421,10.958490266806553,11.082472318679542,11.35372443880025,11.366422607634556,11.548840914110336,11.603714183626,11.924369821113064,12.032723451809233,12.354291523025696,12.5862775378282,12.700139134237746,12.928094251454855,13.027977017846798,13.140707197195436,13.282058866054344,13.466410629564475,13.661230196622181,13.689047345754668,13.787746156059459,13.833045512120545
