Label,MS,MK,MV,PS,PK,PV
0,4.455274911195137,17.91858726283894,3353.0072332754066,-0.1671871389403414,0.023594260298466896,0.546747964474036
0,4.9729855533586464,22.83665189432329,3175.772019145925,-0.11227861755064683,-0.4264261264798206,0.5740049941963143
0,5.828655537585696,32.31976827477617,4507.430147033777,-0.07748492074053547,-0.22131165365213956,0.5778717476491898
0,5.4441736341227145,27.772580197582386,4361.880711945033,-0.13141682150570003,-0.030134982868762705,0.5175752389278667
0,5.413537657245045,27.547124398076292,4064.9698215661283,-0.10001428743456782,-0.20769924736236023,0.562506310989355
0,5.144474464639413,24.6596663369499,3835.5368367925075,-0.05967217071338556,-0.6624319515404471,0.6555729598449491
0,6.578822610968151,41.526929354336126,5559.311176427264,-0.17325295554048878,0.9639621215714871,0.40556235081856096
0,5.3365358549618245,26.665775893520838,4202.8734870708795,-0.09952541641501264,-0.093769615104637,0.5689749169384931
0,5.922096987730812,33.38492949257065,5204.4728176147755,-0.07573298178879719,-0.21994661126712511,0.5770340803047906
0,5.148516434997412,24.686349067054284,3643.5044730906993,-0.08901781385007584,-0.4331719855987579,0.5979744766838241
0,5.703198048713553,30.694607623319435,4267.028007016905,-0.12063498654016176,-0.2854455058612997,0.5155918770722546
0,6.3083259416808675,38.192642261601385,5389.995553529553,-0.11207682798549104,0.22453755881702264,0.491005191876578
0,5.052584924878701,23.700294405979047,3999.2689006072906,-0.1000608657687352,-0.3093966427398698,0.5860442847730597
0,5.336638131705715,26.66662374422747,4228.282205067657,-0.1050332752849228,-0.26566715657688933,0.5603110480995682
0,6.343806545633281,38.50239130940141,5934.101418289519,-0.07850988651396425,-0.2662363151845972,0.5501231228276422
0,5.327550051847636,26.600195743145296,4046.0547871011627,-0.07961598702524578,-0.3529360425753878,0.603695938846436
0,6.6439897664286605,42.433977263673825,6384.891280950236,-0.0712447516216766,-0.3678409233941604,0.5504802015430795
0,4.652913826568857,19.7852531704072,3157.0795305516576,-0.06686650463409087,-0.6365530347195776,0.669578226735225
0,6.100228294379613,35.48117232882493,5909.934982794966,-0.09337095603291819,-0.12011322167247895,0.5344974457566437
0,5.8624469193206945,32.590236604176745,5024.217786262153,-0.06513086841666522,-0.5433684601888569,0.6046140566254806
0,5.151475833045089,24.705953491793522,3573.1185021206866,-0.11247928875291502,-0.12127440323070093,0.5609835867710053
0,4.869700937116867,21.82629255959255,3156.193022869465,-0.12396886994812276,-0.2436927971727374,0.5648511288237849
0,5.231114974475377,25.591642328716105,3668.4056244463345,-0.03851211687601181,-0.8973674383785095,0.7038713248444396
0,5.749887670963166,31.378965516713897,4589.372971142244,-0.09161511067016967,0.06961721239262975,0.5559736290878375
0,5.414555577882098,27.556242420483553,4109.3895732026,-0.09705947860154285,-0.2944779586754058,0.5673414895933102
0,5.989785447998405,34.251033445084474,5230.6928115756855,-0.09990153456482459,0.13419558158430123,0.5277140819029899
0,5.585076660147886,29.468238969850205,4536.1455740538695,-0.06879676981780058,-0.693760444406545,0.6102529952137846
0,6.327547228489436,38.361224330781475,6299.441483484376,-0.10723285095283921,0.06600615283280842,0.4985681701460533
0,5.1653588843052285,24.802186742733326,4264.986791064524,-0.1276523114986584,-0.004070146945980291,0.5404329837591879
0,5.026866364784527,23.526794195786174,3841.4434306170083,0.025537863656004186,-1.503911903614166,0.9970321895955309
0,5.196536524172548,25.342293702145938,3612.837076454537,-0.060498078654136804,-0.4985300637402261,0.6483237368028678
0,5.601126337559039,29.593657735035443,4457.502777319264,-0.034075969876550725,-0.8878717738150335,0.7012974140823779
0,6.23113596407008,37.216242748985024,5609.610272213072,-0.05095942579398259,-0.6174941910404654,0.6202225370526024
0,5.229782172635932,25.579274944878527,4108.265919529996,-0.06720090848947842,-0.43750698162514334,0.6339541384691062
0,6.295188805134287,38.39387738223475,5423.880552459436,-0.004531711085055869,-1.0317434596074404,0.808353729986101
0,4.7364416580639634,20.638953064424427,3346.5751353528244,0.01294883672403398,-1.3196322160798757,0.9100070017459074
0,5.029981066773812,23.54772677150667,3823.2375613141608,-0.04800422176505357,-0.7056448902582373,0.6881600659930815
0,5.568463289345097,29.343127143356107,4441.023886807497,-0.09915289738158843,-0.03577093161918565,0.5532214938110094
0,5.120830123628347,24.491988089249617,3819.4155835068823,-0.06499755269398032,-0.5808815681880461,0.6439139685937117
0,5.668522363801946,30.731543007463223,3977.725649145129,-0.03781734896058053,-0.6664686855914272,0.6816241119975539
0,6.544487584120346,41.217832893074956,6122.644768766735,-0.08261366358794414,-0.007050569104858351,0.5300408443268877
0,5.899399057772304,33.199846079469424,5198.549565014675,-0.07334109634397934,-0.2215424173047258,0.5820253744729483
0,6.693487259521625,43.19927721844571,6447.097294171166,-0.09138107362934231,0.0754642136556467,0.5058283094542513
0,6.346892618746389,38.52963414570509,5724.650594248314,-0.07408827611436718,-0.3980347287084496,0.5594239404891117
0,4.841184788109371,21.640409121787748,3649.5550277637794,-0.08313965169162993,-0.3378015915437169,0.6267586224088206
0,5.769371350924842,32.14436588605598,4281.122484616424,0.025507550166881037,-1.563758837764812,1.0644819385483968
0,5.294475825169872,26.360036317232762,3612.517019043214,-0.059375595156173244,-0.5849473016558826,0.6457767833335584
